filename,semantic_label,partition,numeric_label,task
002587.png,golden_retriever,val,0.0,target
002475_aug_0.png,collie,train,1.0,target
004809_aug_0.png,collie,train,1.0,target
003154_aug_0.png,golden_retriever,train,0.0,target
000496.png,collie,test,1.0,target
000386_aug_0.png,golden_retriever,train,0.0,target
007785.png,,challenge,,target
000704_aug_0.png,golden_retriever,train,0.0,target
000977.png,collie,val,1.0,target
002132_aug_0.png,collie,train,1.0,target
003130_aug_0.png,collie,train,1.0,target
001750_aug_0.png,collie,train,1.0,target
002913_aug_0.png,golden_retriever,train,0.0,target
002440.png,golden_retriever,val,0.0,target
003112_aug_0.png,golden_retriever,train,0.0,target
002627_aug_0.png,golden_retriever,train,0.0,target
001862.png,golden_retriever,test,0.0,target
005823_aug_0.png,collie,train,1.0,target
000859.png,collie,val,1.0,target
005842.png,collie,val,1.0,target
001700_aug_0.png,golden_retriever,train,0.0,target
000648.png,collie,val,1.0,target
000830_aug_0.png,golden_retriever,train,0.0,target
006991.png,,challenge,,target
002505_aug_0.png,golden_retriever,train,0.0,target
001747_aug_0.png,golden_retriever,train,0.0,target
001125_aug_0.png,golden_retriever,train,0.0,target
004701_aug_0.png,collie,train,1.0,target
000683_aug_0.png,golden_retriever,train,0.0,target
000600_aug_0.png,golden_retriever,train,0.0,target
000493_aug_0.png,golden_retriever,train,0.0,target
001235_aug_0.png,collie,train,1.0,target
003146_aug_0.png,golden_retriever,train,0.0,target
001672_aug_0.png,golden_retriever,train,0.0,target
006234.png,,challenge,,target
007054.png,collie,test,1.0,target
001208.png,,challenge,,target
004888_aug_0.png,collie,train,1.0,target
005317_aug_0.png,collie,train,1.0,target
004078_aug_0.png,collie,train,1.0,target
000394.png,collie,val,1.0,target
004750_aug_0.png,collie,train,1.0,target
004420_aug_0.png,collie,train,1.0,target
002710_aug_0.png,golden_retriever,train,0.0,target
002280.png,collie,val,1.0,target
000232_aug_0.png,golden_retriever,train,0.0,target
002284.png,golden_retriever,test,0.0,target
000936_aug_0.png,golden_retriever,train,0.0,target
001525_aug_0.png,golden_retriever,train,0.0,target
001569_aug_0.png,collie,train,1.0,target
001367_aug_0.png,collie,train,1.0,target
002197_aug_0.png,collie,train,1.0,target
001891_aug_0.png,golden_retriever,train,0.0,target
000170_aug_0.png,golden_retriever,train,0.0,target
002885_aug_0.png,golden_retriever,train,0.0,target
000261_aug_0.png,golden_retriever,train,0.0,target
001150.png,,challenge,,target
000038.png,golden_retriever,val,0.0,target
001420.png,golden_retriever,val,0.0,target
002502.png,golden_retriever,val,0.0,target
000672_aug_0.png,golden_retriever,train,0.0,target
005970_aug_0.png,collie,train,1.0,target
002243.png,golden_retriever,test,0.0,target
000631_aug_0.png,golden_retriever,train,0.0,target
000732.png,collie,test,1.0,target
002607_aug_0.png,collie,train,1.0,target
000995.png,golden_retriever,test,0.0,target
001653_aug_0.png,collie,train,1.0,target
002863.png,golden_retriever,val,0.0,target
005909.png,collie,val,1.0,target
003569_aug_0.png,collie,train,1.0,target
000939_aug_0.png,collie,train,1.0,target
003505.png,collie,val,1.0,target
002757_aug_0.png,collie,train,1.0,target
003028.png,golden_retriever,val,0.0,target
003068.png,golden_retriever,val,0.0,target
003491.png,collie,val,1.0,target
002854_aug_0.png,golden_retriever,train,0.0,target
002268.png,collie,val,1.0,target
006282.png,collie,test,1.0,target
002870.png,golden_retriever,val,0.0,target
004301_aug_0.png,collie,train,1.0,target
000336_aug_0.png,golden_retriever,train,0.0,target
000139.png,golden_retriever,val,0.0,target
002929.png,,challenge,,target
001247.png,golden_retriever,val,0.0,target
003909.png,collie,val,1.0,target
006045.png,collie,test,1.0,target
005601_aug_0.png,collie,train,1.0,target
000032.png,collie,val,1.0,target
003115_aug_0.png,golden_retriever,train,0.0,target
000591_aug_0.png,collie,train,1.0,target
005767_aug_0.png,collie,train,1.0,target
001151.png,golden_retriever,val,0.0,target
000185_aug_0.png,collie,train,1.0,target
001512_aug_0.png,golden_retriever,train,0.0,target
002001.png,collie,val,1.0,target
001894_aug_0.png,golden_retriever,train,0.0,target
002836_aug_0.png,golden_retriever,train,0.0,target
002389.png,collie,val,1.0,target
000195_aug_0.png,collie,train,1.0,target
002544.png,golden_retriever,val,0.0,target
004135.png,collie,val,1.0,target
001837.png,golden_retriever,val,0.0,target
001465.png,golden_retriever,test,0.0,target
001203_aug_0.png,golden_retriever,train,0.0,target
002687.png,collie,val,1.0,target
000823.png,golden_retriever,val,0.0,target
005985_aug_0.png,collie,train,1.0,target
003336.png,collie,val,1.0,target
002430_aug_0.png,golden_retriever,train,0.0,target
003522_aug_0.png,collie,train,1.0,target
000681.png,golden_retriever,test,0.0,target
003218_aug_0.png,collie,train,1.0,target
001040_aug_0.png,golden_retriever,train,0.0,target
000404_aug_0.png,golden_retriever,train,0.0,target
006019_aug_0.png,collie,train,1.0,target
000942.png,collie,test,1.0,target
000315_aug_0.png,golden_retriever,train,0.0,target
000305_aug_0.png,collie,train,1.0,target
000566.png,golden_retriever,val,0.0,target
002621_aug_0.png,golden_retriever,train,0.0,target
003317_aug_0.png,collie,train,1.0,target
005891_aug_0.png,collie,train,1.0,target
001314.png,golden_retriever,val,0.0,target
001501.png,golden_retriever,val,0.0,target
001221.png,golden_retriever,test,0.0,target
002818.png,golden_retriever,test,0.0,target
005567_aug_0.png,collie,train,1.0,target
000194.png,golden_retriever,val,0.0,target
001240.png,collie,val,1.0,target
005608_aug_0.png,collie,train,1.0,target
002435_aug_0.png,collie,train,1.0,target
001754_aug_0.png,golden_retriever,train,0.0,target
000540.png,golden_retriever,test,0.0,target
002509_aug_0.png,golden_retriever,train,0.0,target
001740_aug_0.png,golden_retriever,train,0.0,target
001159.png,,challenge,,target
000045.png,collie,test,1.0,target
001191_aug_0.png,golden_retriever,train,0.0,target
000222_aug_0.png,golden_retriever,train,0.0,target
000489_aug_0.png,golden_retriever,train,0.0,target
000735_aug_0.png,golden_retriever,train,0.0,target
000923.png,golden_retriever,val,0.0,target
000890_aug_0.png,golden_retriever,train,0.0,target
005931_aug_0.png,collie,train,1.0,target
000339_aug_0.png,collie,train,1.0,target
007743.png,collie,test,1.0,target
003426.png,golden_retriever,val,0.0,target
000031_aug_0.png,golden_retriever,train,0.0,target
003576_aug_0.png,collie,train,1.0,target
004396_aug_0.png,collie,train,1.0,target
001507_aug_0.png,golden_retriever,train,0.0,target
001043_aug_0.png,golden_retriever,train,0.0,target
000075_aug_0.png,golden_retriever,train,0.0,target
004575_aug_0.png,collie,train,1.0,target
000400.png,golden_retriever,val,0.0,target
000814.png,golden_retriever,test,0.0,target
006751.png,,challenge,,target
004006_aug_0.png,collie,train,1.0,target
006700.png,,challenge,,target
000602.png,,challenge,,target
003126_aug_0.png,golden_retriever,train,0.0,target
000943_aug_0.png,golden_retriever,train,0.0,target
004725_aug_0.png,collie,train,1.0,target
001445_aug_0.png,golden_retriever,train,0.0,target
002560_aug_0.png,golden_retriever,train,0.0,target
003343_aug_0.png,golden_retriever,train,0.0,target
003992_aug_0.png,collie,train,1.0,target
001493_aug_0.png,collie,train,1.0,target
005932.png,collie,val,1.0,target
003114_aug_0.png,golden_retriever,train,0.0,target
006000.png,collie,val,1.0,target
001647_aug_0.png,golden_retriever,train,0.0,target
005223_aug_0.png,collie,train,1.0,target
000274_aug_0.png,collie,train,1.0,target
007231.png,collie,test,1.0,target
000390.png,,challenge,,target
004165.png,collie,val,1.0,target
001688_aug_0.png,collie,train,1.0,target
000940.png,collie,val,1.0,target
002591_aug_0.png,golden_retriever,train,0.0,target
000131.png,golden_retriever,val,0.0,target
002696.png,golden_retriever,val,0.0,target
001044_aug_0.png,golden_retriever,train,0.0,target
000613.png,collie,test,1.0,target
005751.png,collie,val,1.0,target
000106.png,collie,val,1.0,target
003190_aug_0.png,golden_retriever,train,0.0,target
005976_aug_0.png,collie,train,1.0,target
001499_aug_0.png,golden_retriever,train,0.0,target
006171.png,collie,test,1.0,target
001728_aug_0.png,golden_retriever,train,0.0,target
000517_aug_0.png,golden_retriever,train,0.0,target
001041.png,golden_retriever,val,0.0,target
000010_aug_0.png,collie,train,1.0,target
001995_aug_0.png,collie,train,1.0,target
000525.png,collie,test,1.0,target
003389_aug_0.png,golden_retriever,train,0.0,target
001406_aug_0.png,golden_retriever,train,0.0,target
004817_aug_0.png,collie,train,1.0,target
002049_aug_0.png,collie,train,1.0,target
000614_aug_0.png,collie,train,1.0,target
001834_aug_0.png,golden_retriever,train,0.0,target
002135_aug_0.png,collie,train,1.0,target
002630_aug_0.png,golden_retriever,train,0.0,target
002637_aug_0.png,golden_retriever,train,0.0,target
003429.png,golden_retriever,val,0.0,target
002633_aug_0.png,collie,train,1.0,target
001405.png,golden_retriever,val,0.0,target
004042_aug_0.png,collie,train,1.0,target
002320.png,,challenge,,target
001724_aug_0.png,golden_retriever,train,0.0,target
000621.png,golden_retriever,test,0.0,target
001483_aug_0.png,golden_retriever,train,0.0,target
001813.png,golden_retriever,test,0.0,target
000631.png,golden_retriever,test,0.0,target
000453_aug_0.png,golden_retriever,train,0.0,target
001820_aug_0.png,collie,train,1.0,target
000902_aug_0.png,collie,train,1.0,target
002306.png,golden_retriever,test,0.0,target
001371.png,golden_retriever,test,0.0,target
003982_aug_0.png,collie,train,1.0,target
000166_aug_0.png,golden_retriever,train,0.0,target
000422.png,golden_retriever,test,0.0,target
002664_aug_0.png,collie,train,1.0,target
002497_aug_0.png,collie,train,1.0,target
003669.png,collie,val,1.0,target
000434_aug_0.png,golden_retriever,train,0.0,target
000377_aug_0.png,golden_retriever,train,0.0,target
002066.png,golden_retriever,test,0.0,target
000553_aug_0.png,golden_retriever,train,0.0,target
004216_aug_0.png,collie,train,1.0,target
000776.png,golden_retriever,val,0.0,target
001223.png,golden_retriever,val,0.0,target
005475_aug_0.png,collie,train,1.0,target
002542_aug_0.png,golden_retriever,train,0.0,target
000385_aug_0.png,golden_retriever,train,0.0,target
000432_aug_0.png,golden_retriever,train,0.0,target
002147_aug_0.png,collie,train,1.0,target
000593_aug_0.png,golden_retriever,train,0.0,target
000137_aug_0.png,golden_retriever,train,0.0,target
000212.png,collie,test,1.0,target
006315.png,,challenge,,target
004663.png,collie,val,1.0,target
000173_aug_0.png,golden_retriever,train,0.0,target
000681_aug_0.png,golden_retriever,train,0.0,target
000291.png,golden_retriever,val,0.0,target
003039_aug_0.png,collie,train,1.0,target
002864.png,collie,val,1.0,target
004192.png,collie,val,1.0,target
004893_aug_0.png,collie,train,1.0,target
000409.png,collie,val,1.0,target
002043_aug_0.png,collie,train,1.0,target
004079.png,collie,val,1.0,target
005879.png,collie,val,1.0,target
002292_aug_0.png,collie,train,1.0,target
002602_aug_0.png,collie,train,1.0,target
002104_aug_0.png,collie,train,1.0,target
002426.png,golden_retriever,val,0.0,target
000300.png,golden_retriever,val,0.0,target
001655.png,,challenge,,target
000675_aug_0.png,golden_retriever,train,0.0,target
006065.png,,challenge,,target
001860.png,golden_retriever,val,0.0,target
000399_aug_0.png,golden_retriever,train,0.0,target
001796.png,golden_retriever,test,0.0,target
000020_aug_0.png,collie,train,1.0,target
003392_aug_0.png,collie,train,1.0,target
002821_aug_0.png,golden_retriever,train,0.0,target
000566.png,,challenge,,target
006753.png,,challenge,,target
000862_aug_0.png,golden_retriever,train,0.0,target
001104_aug_0.png,collie,train,1.0,target
003573_aug_0.png,collie,train,1.0,target
001663_aug_0.png,golden_retriever,train,0.0,target
000430_aug_0.png,golden_retriever,train,0.0,target
001404_aug_0.png,collie,train,1.0,target
003104.png,golden_retriever,val,0.0,target
001171.png,golden_retriever,val,0.0,target
005748_aug_0.png,collie,train,1.0,target
002891.png,golden_retriever,test,0.0,target
003526.png,collie,val,1.0,target
000893.png,collie,val,1.0,target
002157.png,collie,val,1.0,target
004983_aug_0.png,collie,train,1.0,target
005563.png,,challenge,,target
002141_aug_0.png,collie,train,1.0,target
002425.png,collie,val,1.0,target
002748_aug_0.png,collie,train,1.0,target
000530.png,golden_retriever,val,0.0,target
000123.png,collie,val,1.0,target
001108.png,,challenge,,target
000720.png,collie,val,1.0,target
002708.png,,challenge,,target
000498.png,golden_retriever,val,0.0,target
000445_aug_0.png,golden_retriever,train,0.0,target
004508.png,collie,val,1.0,target
001958_aug_0.png,collie,train,1.0,target
005395.png,collie,val,1.0,target
000582.png,golden_retriever,val,0.0,target
000465.png,collie,val,1.0,target
002590.png,golden_retriever,test,0.0,target
002906_aug_0.png,golden_retriever,train,0.0,target
005617_aug_0.png,collie,train,1.0,target
001167_aug_0.png,golden_retriever,train,0.0,target
004943_aug_0.png,collie,train,1.0,target
005201_aug_0.png,collie,train,1.0,target
000118.png,golden_retriever,val,0.0,target
002163.png,collie,val,1.0,target
003400.png,collie,val,1.0,target
004530.png,collie,val,1.0,target
001849_aug_0.png,golden_retriever,train,0.0,target
003441.png,golden_retriever,val,0.0,target
002427_aug_0.png,golden_retriever,train,0.0,target
000923.png,golden_retriever,test,0.0,target
001319_aug_0.png,golden_retriever,train,0.0,target
000785_aug_0.png,golden_retriever,train,0.0,target
002638.png,golden_retriever,val,0.0,target
000560_aug_0.png,collie,train,1.0,target
001142_aug_0.png,golden_retriever,train,0.0,target
005964.png,collie,val,1.0,target
004569_aug_0.png,collie,train,1.0,target
000403_aug_0.png,golden_retriever,train,0.0,target
001136.png,collie,test,1.0,target
004865.png,collie,val,1.0,target
001601_aug_0.png,golden_retriever,train,0.0,target
001495_aug_0.png,golden_retriever,train,0.0,target
000823.png,golden_retriever,test,0.0,target
000553.png,golden_retriever,test,0.0,target
007124.png,,challenge,,target
001064_aug_0.png,golden_retriever,train,0.0,target
005325.png,collie,val,1.0,target
000825.png,collie,val,1.0,target
004767_aug_0.png,collie,train,1.0,target
005817_aug_0.png,collie,train,1.0,target
000731_aug_0.png,golden_retriever,train,0.0,target
000602_aug_0.png,golden_retriever,train,0.0,target
000404.png,golden_retriever,test,0.0,target
002178_aug_0.png,collie,train,1.0,target
004144_aug_0.png,collie,train,1.0,target
001561_aug_0.png,golden_retriever,train,0.0,target
001126_aug_0.png,collie,train,1.0,target
000182.png,golden_retriever,val,0.0,target
002024.png,collie,val,1.0,target
004421_aug_0.png,collie,train,1.0,target
003063_aug_0.png,collie,train,1.0,target
002225.png,collie,val,1.0,target
001592_aug_0.png,collie,train,1.0,target
004840_aug_0.png,collie,train,1.0,target
003972_aug_0.png,collie,train,1.0,target
002729_aug_0.png,golden_retriever,train,0.0,target
000495_aug_0.png,collie,train,1.0,target
000959.png,collie,test,1.0,target
000334_aug_0.png,golden_retriever,train,0.0,target
002212.png,golden_retriever,test,0.0,target
003693_aug_0.png,collie,train,1.0,target
001503_aug_0.png,golden_retriever,train,0.0,target
000508_aug_0.png,golden_retriever,train,0.0,target
000345.png,collie,test,1.0,target
006036.png,collie,test,1.0,target
000330_aug_0.png,golden_retriever,train,0.0,target
003213_aug_0.png,golden_retriever,train,0.0,target
000089_aug_0.png,collie,train,1.0,target
004088_aug_0.png,collie,train,1.0,target
000445.png,golden_retriever,test,0.0,target
002252_aug_0.png,collie,train,1.0,target
005221.png,collie,val,1.0,target
006207.png,collie,test,1.0,target
005599_aug_0.png,collie,train,1.0,target
001898.png,golden_retriever,val,0.0,target
003340_aug_0.png,collie,train,1.0,target
002815_aug_0.png,golden_retriever,train,0.0,target
000621.png,golden_retriever,val,0.0,target
005643_aug_0.png,collie,train,1.0,target
000724.png,collie,test,1.0,target
001378.png,collie,val,1.0,target
000184_aug_0.png,golden_retriever,train,0.0,target
002846_aug_0.png,collie,train,1.0,target
003345.png,collie,val,1.0,target
001582.png,golden_retriever,val,0.0,target
000214_aug_0.png,collie,train,1.0,target
004940.png,collie,val,1.0,target
000540.png,golden_retriever,val,0.0,target
000132_aug_0.png,golden_retriever,train,0.0,target
002183_aug_0.png,collie,train,1.0,target
001053.png,collie,test,1.0,target
000395_aug_0.png,golden_retriever,train,0.0,target
000059.png,collie,val,1.0,target
007220.png,collie,test,1.0,target
005784_aug_0.png,collie,train,1.0,target
000658_aug_0.png,collie,train,1.0,target
000435.png,,challenge,,target
007621.png,,challenge,,target
000936.png,,challenge,,target
000833.png,,challenge,,target
000585.png,,challenge,,target
002257.png,,challenge,,target
001470.png,,challenge,,target
007184.png,,challenge,,target
000813.png,,challenge,,target
002255.png,,challenge,,target
000616.png,golden_retriever,test,0.0,target
002857.png,,challenge,,target
000167.png,,challenge,,target
000061.png,,challenge,,target
000033.png,,challenge,,target
001144.png,,challenge,,target
001326.png,,challenge,,target
000459.png,,challenge,,target
000838.png,,challenge,,target
000416.png,,challenge,,target
002139.png,,challenge,,target
000490.png,,challenge,,target
000393.png,,challenge,,target
000781.png,,challenge,,target
006861_aug_0.png,collie,train,1.0,target
000655.png,,challenge,,target
002195.png,,challenge,,target
002181.png,,challenge,,target
000623.png,,challenge,,target
007840.png,collie,test,1.0,target
006638.png,collie,test,1.0,target
007450.png,,challenge,,target
000453.png,,challenge,,target
000399.png,,challenge,,target
000951.png,,challenge,,target
001170.png,,challenge,,target
001408.png,,challenge,,target
000862.png,,challenge,,target
001977.png,,challenge,,target
001182.png,,challenge,,target
006989.png,,challenge,,target
000015.png,,challenge,,target
002271.png,,challenge,,target
006172.png,,challenge,,target
001137.png,,challenge,,target
002136_aug_0.png,golden_retriever,train,0.0,target
000388.png,collie,test,1.0,target
002283.png,,challenge,,target
007847.png,,challenge,,target
000040.png,collie,test,1.0,target
007189.png,collie,test,1.0,target
002055.png,,challenge,,target
000288.png,,challenge,,target
001155.png,golden_retriever,test,0.0,target
000508.png,golden_retriever,test,0.0,target
007354.png,,challenge,,target
000227.png,,challenge,,target
006400.png,,challenge,,target
006411.png,,challenge,,target
001263.png,,challenge,,target
000303.png,collie,test,1.0,target
001172.png,collie,test,1.0,target
002191.png,,challenge,,target
000497.png,,challenge,,target
007198.png,,challenge,,target
007837.png,,challenge,,target
000407.png,,challenge,,target
001041.png,,challenge,,target
000395.png,,challenge,,target
000688.png,,challenge,,target
000933.png,,challenge,,target
006904.png,,challenge,,target
000319.png,,challenge,,target
001032.png,,challenge,,target
001225.png,,challenge,,target
000811.png,,challenge,,target
006399.png,,challenge,,target
001376.png,,challenge,,target
000377.png,golden_retriever,test,0.0,target
001163.png,,challenge,,target
002224.png,golden_retriever,test,0.0,target
001467.png,,challenge,,target
000480.png,,challenge,,target
000886.png,,challenge,,target
000493.png,,challenge,,target
000854.png,,challenge,,target
006191.png,collie,test,1.0,target
000735.png,,challenge,,target
000752.png,,challenge,,target
002689.png,,challenge,,target
000285.png,,challenge,,target
002415.png,,challenge,,target
002776.png,,challenge,,target
001003.png,,challenge,,target
006882.png,,challenge,,target
000627.png,,challenge,,target
000298.png,,challenge,,target
001174.png,,challenge,,target
000163.png,collie,test,1.0,target
001685.png,,challenge,,target
006374.png,,challenge,,target
000448.png,,challenge,,target
006820.png,,challenge,,target
006281.png,,challenge,,target
006362.png,,challenge,,target
007301.png,,challenge,,target
000039.png,,challenge,,target
007212.png,,challenge,,target
000879.png,,challenge,,target
002347.png,,challenge,,target
002406.png,,challenge,,target
002248.png,,challenge,,target
007790.png,,challenge,,target
002226.png,,challenge,,target
002421.png,golden_retriever,test,0.0,target
000967.png,,challenge,,target
000472.png,collie,test,1.0,target
006597.png,,challenge,,target
000250.png,,challenge,,target
006732.png,,challenge,,target
002437.png,,challenge,,target
001088.png,collie,test,1.0,target
000731.png,,challenge,,target
002281.png,,challenge,,target
006355.png,,challenge,,target
000385.png,,challenge,,target
000775.png,,challenge,,target
001017.png,,challenge,,target
000918.png,,challenge,,target
000049.png,,challenge,,target
007377.png,,challenge,,target
006480.png,,challenge,,target
000873.png,,challenge,,target
006160.png,,challenge,,target
007656.png,,challenge,,target
006730.png,,challenge,,target
002272.png,,challenge,,target
000306.png,,challenge,,target
002369.png,,challenge,,target
001952.png,,challenge,,target
002154.png,,challenge,,target
001040.png,,challenge,,target
007017.png,,challenge,,target
000719.png,,challenge,,target
000704.png,,challenge,,target
002207.png,golden_retriever,test,0.0,target
001650.png,,challenge,,target
000672.png,,challenge,,target
001956.png,,challenge,,target
007150.png,,challenge,,target
007254.png,,challenge,,target
002245.png,,challenge,,target
002129.png,,challenge,,target
002692.png,,challenge,,target
000801.png,,challenge,,target
000386.png,,challenge,,target
006348.png,,challenge,,target
002743.png,,challenge,,target
001551.png,,challenge,,target
007618.png,collie,test,1.0,target
002352.png,,challenge,,target
000226.png,,challenge,,target
006546.png,,challenge,,target
001201.png,,challenge,,target
002622.png,,challenge,,target
000056.png,collie,test,1.0,target
000231.png,,challenge,,target
000784.png,,challenge,,target
000463.png,,challenge,,target
000582.png,,challenge,,target
000517.png,,challenge,,target
001678.png,,challenge,,target
000675.png,,challenge,,target
000776.png,,challenge,,target
000603.png,golden_retriever,test,0.0,target
000727.png,,challenge,,target
006476.png,collie,test,1.0,target
002265.png,,challenge,,target
000725.png,collie,test,1.0,target
001982.png,,challenge,,target
000432.png,,challenge,,target
006968.png,collie,test,1.0,target
000353.png,collie,test,1.0,target
001124.png,,challenge,,target
007221.png,,challenge,,target
007749.png,,challenge,,target
000683.png,,challenge,,target
001029.png,,challenge,,target
002242.png,,challenge,,target
000778.png,golden_retriever,test,0.0,target
002766.png,golden_retriever,test,0.0,target
000910.png,,challenge,,target
006817.png,,challenge,,target
000943.png,,challenge,,target
007835.png,,challenge,,target
007224.png,,challenge,,target
